1,4,9,11,12,15,18,23,24,26,27,28,29,30
0.105719237,0.310077519,0.24893617,0.384279476,0.1975,0.513402062,0.257971014,0.352911896,0.06956832,0.278392995,0.186244467,0.336611195,0.189494038,0.319791667
0.110918544,0.333333333,0.370212766,0.439592431,0.2625,0.550515464,0.389855072,0.388252862,0.084909026,0.37780067,0.226421519,0.361573374,0.218498228,0.396354167
0.13864818,0.400516796,0.572340426,0.50363901,0.3675,0.573195876,0.601449275,0.430064709,0.115233678,0.516868401,0.288729997,0.39183056,0.255236868,0.498958333
0.185441941,0.527131783,0.746808511,0.602620087,0.46,0.622680412,0.768115942,0.49975112,0.149839458,0.644347154,0.352740892,0.446293495,0.300354496,0.583854167
0.259965338,0.609819121,0.844680851,0.705967977,0.531666667,0.674226804,0.869565217,0.568442011,0.169818052,0.721607005,0.395982295,0.496974281,0.339026748,0.653125
0.306759099,0.682170543,0.914893617,0.77147016,0.571666667,0.72371134,0.930434783,0.619711299,0.187299322,0.781612156,0.427987743,0.540847201,0.368030938,0.689583333
0.379549393,0.795865633,0.974468085,0.834061135,0.6075,0.764948454,0.97826087,0.678944749,0.204780592,0.816121555,0.461014641,0.598335855,0.389945214,0.722395833
0.428076256,0.837209302,0.987234043,0.879184862,0.6375,0.769072165,0.973913043,0.708810353,0.209775241,0.829513263,0.466121893,0.620272315,0.399935546,0.74375
0.448873484,0.857881137,0.978723404,0.922852984,0.6425,0.78556701,0.98115942,0.731707317,0.215840171,0.836466649,0.473272046,0.632375189,0.415082179,0.753645833
0.461005199,0.863049096,0.987234043,0.943231441,0.649166667,0.781443299,0.989855072,0.738675958,0.215483411,0.837239248,0.475655431,0.632375189,0.417982597,0.760416667
0.455805893,0.855297158,0.957446809,0.943231441,0.631666667,0.773195876,0.939130435,0.726231956,0.207277917,0.819984548,0.463057542,0.613464448,0.410248147,0.745833333
0.412478336,0.857881137,0.94893617,0.927219796,0.630833333,0.78556701,0.926086957,0.722747636,0.205494113,0.809940767,0.460333674,0.616490166,0.40670319,0.744791667
0.372616984,0.832041344,0.921276596,0.912663755,0.633333333,0.769072165,0.9,0.706819313,0.199785944,0.801699717,0.448757235,0.599848714,0.39896874,0.744270833
